Year,RK,ID,NAME,TEAM,SALARY,POS,GMS,PASS_YDS,PASS_TD,PASS_INT,RUSH_YDS,RUSH_TD,RUSH_REC,REC_YDS,REC_TD,DEF_SCK,DEF_INT,DEF_FF,DEF_FR,FPTS_G,FPTS
2021,853,15478,A.J. Bouye,CAR,3380556.00,CB,10,0,0,0,0,0,0,0,0,0,0,1,0,3.4,33.5
2017,59,15478,A.J. Bouye,JAX,13500000.00,CB,3,0,0,0,0,0,0,0,0,0,0,0,0,5.7,17
2016,45,15478,A.J. Bouye,HOU,1671000.00,CB,2,0,0,0,0,0,0,0,0,0,2,1,0,10.5,21
2015,307,15478,A.J. Bouye,HOU,672028.00,CB,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2020,98,21042,A.J. Brown,TEN,751926.00,WR,1,0,0,0,0,0,6,83,1,0,0,0,0,14.3,14.3
2019,160,21042,A.J. Brown,TEN,2625812.00,WR,3,0,0,0,9,0,5,64,0,0,0,0,0,2.4,7.3
2021,938,21881,A.J. Epenesa,BUF,2619050.00,DE,14,0,0,0,0,0,0,0,0,1.5,0,0,0,2,27.3
2020,231,21881,A.J. Epenesa,BUF,2619050.00,DE,3,0,0,0,0,0,0,0,0,0,0,0,0,1.7,5
2021,258,12845,A.J. Green,ARI,7250000.00,WR,16,0,0,0,0,0,54,848,3,0,0,0,0,6.4,102.8
2021,878,22046,A.J. Green,CLE,7250000.00,CB,12,0,0,0,0,0,0,0,0,0,1,0,2,2.7,32
2020,434,22046,A.J. Green,CLE,18196490.00,CB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,94,12845,A.J. Green,CIN,26750000.00,WR,1,0,0,0,0,0,5,71,1,0,0,0,0,13.1,13.1
2021,666,15186,A.J. Klein,BUF,5976460.00,OLB,15,0,0,0,0,0,0,0,0,0,1,0,1,3.2,48
2020,325,15186,A.J. Klein,BUF,6881186.00,OLB,3,0,0,0,0,0,0,0,0,0,0,0,0,0.8,2.5
2019,164,15186,A.J. Klein,NO,4675000.00,OLB,1,0,0,0,0,0,0,0,0,0,0,0,0,7,7
2018,168,15186,A.J. Klein,NO,4200000.00,OLB,2,0,0,0,0,0,0,0,0,0,0,0,0,3.5,7
2015,307,15186,A.J. Klein,CAR,721260.00,OLB,3,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1
2021,1232,20513,A.J. Moore,HOU,2133000.00,SS,12,0,0,0,0,0,0,0,0,0,0,1,0,0.9,11
2019,306,20513,A.J. Moore,HOU,570000.00,SS,2,0,0,0,0,0,0,0,0,0,0,0,0,0.8,1.5
2018,366,20513,A.J. Moore,HOU,480000.00,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,265,22075,A.J. Terrell,ATL,1260261.00,CB,16,0,0,0,0,0,0,0,0,1,3,1,0,6.3,100.7
2021,1702,14042,Aaron Brewer,ARI,1166202.00,LS,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,356,14042,Aaron Brewer,DEN,1400000.00,LS,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,360,14042,Aaron Brewer,DEN,570000.00,LS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,184,16249,Aaron Colvin,JAX,1797000.00,CB,3,0,0,0,0,0,0,0,0,0,1,0,0,2.2,6.5
2021,73,16618,Aaron Donald,LAR,19892000.00,DT,17,0,0,0,0,0,0,0,0,12.5,0,4,0,9.2,157.1
2020,98,16618,Aaron Donald,LAR,17020228.00,DT,2,0,0,0,0,0,0,0,0,2,0,0,0,7.2,14.3
2018,81,16618,Aaron Donald,LAR,40892000.00,DT,3,0,0,0,0,0,0,0,0,0,0,0,0,4.7,14
2017,169,16618,Aaron Donald,LAR,1802250.00,DT,1,0,0,0,0,0,0,0,0,0.5,0,0,0,7.8,7.85
2021,51,19045,Aaron Jones,GB,14226460.00,RB,15,0,0,0,799,4,52,391,6,0,0,0,0,11.8,177
2020,62,19045,Aaron Jones,GB,2283641.00,RB,2,0,0,0,126,1,5,21,0,0,0,0,0,9.4,18.7
2019,11,19045,Aaron Jones,GB,645000.00,RB,2,0,0,0,118,3,6,31,1,0,0,0,0,19.4,38.9
2016,84,16966,Aaron Ripkowski,GB,525000.00,FB,3,0,0,0,36,1,4,39,0,0,0,0,0,4.5,13.5
2015,356,16966,Aaron Ripkowski,GB,630100.00,FB,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,959,22854,Aaron Robinson,NYG,1665298.00,CB,9,0,0,0,0,0,0,0,0,0,0,0,0,2.8,25
2021,6,2593,Aaron Rodgers,GB,22664706.00,QB,16,4115,37,4,101,3,1,-4,0,0,0,0,0,20.8,332.3
2020,7,2593,Aaron Rodgers,GB,21578775.00,QB,2,642,5,1,-3,1,0,0,0,0,0,0,0,24.7,49.38
2019,15,2593,Aaron Rodgers,GB,15320000.00,QB,2,569,4,2,14,0,0,0,0,0,0,0,0,17.1,34.16
2016,2,2593,Aaron Rodgers,GB,12600000.00,QB,3,1005,9,2,62,0,0,0,0,0,0,0,0,26.1,78.4
2015,12,2593,Aaron Rodgers,GB,11608773.00,QB,2,471,4,1,20,0,0,0,0,0,0,0,0,18.4,36.84
2014,18,2593,Aaron Rodgers,GB,10908256.00,QB,2,494,4,2,8,0,0,0,0,0,0,0,0,15.3,30.56
2021,1618,20450,Abdullah Anderson,GB,######,DL,3,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1
2017,149,15441,Abry Jones,JAX,4000000.00,NT,3,0,0,0,0,0,0,0,0,0,0,0,0,3,9
2021,925,19275,Adam Butler,MIA,3750000.00,DT,17,0,0,0,0,0,0,0,0,2,0,0,0,1.7,28.3
2019,232,19275,Adam Butler,NE,645000.00,DT,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5,3.5
2018,267,19275,Adam Butler,NE,555000.00,DT,3,0,0,0,0,0,0,0,0,0,0,0,0,0.8,2.5
2017,99,19275,Adam Butler,NE,470000.00,DT,3,0,0,0,0,0,0,0,0,2,0,0,0,4.4,13.1
2021,706,17993,Adam Gotsis,JAX,1127500.00,DE,16,0,0,0,0,0,0,0,0,3,0,0,0,2.8,44.2
2021,789,17290,Adam Humphries,WAS,1190000.00,WR,17,0,0,0,0,0,41,383,0,0,0,0,0,2.3,38.3
2019,269,17290,Adam Humphries,TEN,12375000.00,WR,1,0,0,0,0,0,4,25,0,0,0,0,0,2.5,2.5
2021,1232,18931,Adam Shaheen,MIA,1866165.00,TE,12,0,0,0,0,0,12,110,0,0,0,0,0,0.9,11
2018,306,18931,Adam Shaheen,CHI,733661.00,TE,1,0,0,0,0,0,3,13,0,0,0,0,0,1.3,1.3
2021,128,15534,Adam Thielen,MIN,11582343.00,WR,13,0,0,0,2,0,67,726,10,0,0,0,0,10.2,132.8
2019,60,15534,Adam Thielen,MIN,14273750.00,WR,2,0,0,0,3,0,12,179,0,0,0,0,0,8.1,16.2
2017,135,15534,Adam Thielen,MIN,7496000.00,WR,2,0,0,0,0,0,9,102,0,0,0,0,0,5.1,10.2
2015,356,15534,Adam Thielen,MIN,682306.00,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,426,21786,Adam Trautman,NO,1442296.00,TE,2,0,0,0,0,0,1,4,0,0,0,0,0,0.2,0.4
2018,227,3258,Adam Vinatieri,IND,3625000.00,K,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4
2014,35,3258,Adam Vinatieri,IND,2500000.00,K,3,0,0,0,0,0,0,0,0,0,0,0,0,7.7,23
2014,343,16558,Adarius Taylor,CAR,271764.00,OLB,2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.5
2017,312,18010,Adolphus Washington,BUF,570000.00,DT,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2021,494,18924,Adoree' Jackson,NYG,15764699.00,CB,13,0,0,0,0,0,0,0,0,0,1,0,0,5.1,66.5
2020,164,18924,Adoree' Jackson,TEN,2003561.00,CB,1,0,0,0,0,0,0,0,0,0,0,0,0,8,8
2019,80,18924,Adoree' Jackson,TEN,1490708.00,CB,3,0,0,0,0,0,0,0,0,0,0,0,0,4.5,13.5
2017,223,18924,Adoree' Jackson,TEN,6810661.00,CB,2,0,0,0,0,0,0,0,0,0,0,0,0,2.2,4.5
2021,278,16902,Adrian Amos,GB,4554000.00,FS,17,0,0,0,0,0,0,0,0,0,2,0,0,5.8,98
2020,125,16902,Adrian Amos,GB,6966502.00,FS,2,0,0,0,0,0,0,0,0,0,1,0,0,5.5,11
2019,146,16902,Adrian Amos,GB,14150000.00,FS,2,0,0,0,0,0,0,0,0,0,0,0,0,4,8
2018,113,16902,Adrian Amos,CHI,1907000.00,FS,1,0,0,0,0,0,0,0,0,0,1,0,0,10.5,10.5
2020,304,13355,Adrian Clayborn,CLE,2872520.00,DE,2,0,0,0,0,0,0,0,0,0,0,0,0,1.5,3
2018,113,13355,Adrian Clayborn,NE,5937500.00,DE,3,0,0,0,0,0,0,0,0,1,0,0,0,3.5,10.5
2017,194,13355,Adrian Clayborn,ATL,5000000.00,DE,2,0,0,0,0,0,0,0,0,0,0,0,0,3,6
2016,342,13355,Adrian Clayborn,ATL,4250000.00,DE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1177,19123,Adrian Colbert,CLE,######,FS,7,0,0,0,0,0,0,0,0,0,0,0,0,1.9,13
2015,237,4807,Adrian Peterson,MIN,13000000.00,RB,1,0,0,0,45,0,2,13,0,0,0,0,0,3.8,3.8
2021,220,16724,Adrian Phillips,NE,8220588.00,SS,17,0,0,0,0,0,0,0,0,0,4,1,0,6.4,108
2018,50,16724,Adrian Phillips,LAC,1500000.00,SS,2,0,0,0,0,0,0,0,0,0,1,0,1,9.2,18.5
2021,853,18970,Ahkello Witherspoon,PIT,1500000.00,CB,9,0,0,0,0,0,0,0,0,0,3,0,0,3.7,33.5
2019,252,18970,Ahkello Witherspoon,SF,815375.00,CB,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
2017,278,4096,Ahtyba Rubin,ATL,582352.00,DT,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2016,139,4096,Ahtyba Rubin,SEA,6000000.00,DT,2,0,0,0,0,0,0,0,0,1,0,0,0,4.2,8.5
2015,69,4096,Ahtyba Rubin,SEA,2630168.00,DT,2,0,0,0,0,0,0,0,0,1,0,0,1,8.2,16.4
2014,319,12910,Akeem Ayers,NE,615762.00,OLB,3,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1
2016,223,13285,Akeem Dent,HOU,2250000.00,OLB,2,0,0,0,0,0,0,0,0,0,0,1,0,1.8,3.5
2015,356,13285,Akeem Dent,HOU,2084375.00,OLB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,282,17199,Akeem Hunt,HOU,247056.00,RB,2,0,0,0,0,0,2,15,0,0,0,0,0,0.8,1.5
2015,356,17199,Akeem Hunt,HOU,179117.00,RB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,322,17008,Akeem King,SEA,1353125.00,CB,2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1
2018,311,17008,Akeem King,SEA,555000.00,CB,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2021,1668,15204,Akeem Spence,WAS,######,DT,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5
2021,689,14358,Akiem Hicks,CHI,10500000.00,DT,9,0,0,0,0,0,0,0,0,3.5,0,0,0,5.1,45.65
2020,196,14358,Akiem Hicks,CHI,10340442.00,DT,1,0,0,0,0,0,0,0,0,0,0,0,0,6.5,6.5
2018,182,14358,Akiem Hicks,CHI,8100000.00,DT,1,0,0,0,0,0,0,0,0,0,0,0,0,6,6
2015,252,14358,Akiem Hicks,NE,1259588.00,DT,2,0,0,0,0,0,0,0,0,0,0,0,0,1.5,3
2021,610,12450,Al Woods,SEA,2411765.00,DT,16,0,0,0,0,0,0,0,0,1.5,0,0,0,3.4,54.25
2016,77,7169,Alan Branch,NE,2442734.00,DT,3,0,0,0,0,0,0,0,0,0.5,0,0,1,4.9,14.6
2015,133,7169,Alan Branch,NE,2500000.00,DT,2,0,0,0,0,0,0,0,0,1,0,0,0,4.6,9.1
2014,176,7169,Alan Branch,NE,855000.00,DT,3,0,0,0,0,0,0,0,0,0,0,0,0,2.2,6.5
2015,356,17137,Alani Fua,ARI,575264.00,OLB,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,199,13520,Albert McClellan,NE,371765.00,ILB,3,0,0,0,0,0,0,0,0,0,0,0,1,1.7,5
2014,360,13520,Albert McClellan,BAL,1200000.00,ILB,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,992,16308,Albert Wilson,MIA,3850000.00,WR,14,0,0,0,17,0,25,213,0,0,0,0,0,1.6,23
2017,263,16308,Albert Wilson,KC,1797000.00,WR,1,0,0,0,0,0,2,26,0,0,0,0,0,2.6,2.6
2016,170,16308,Albert Wilson,KC,600000.00,WR,1,0,0,0,0,0,2,3,1,0,0,0,0,6.3,6.3
2015,90,16308,Albert Wilson,KC,510000.00,WR,2,0,0,0,11,0,7,66,1,0,0,0,0,6.8,13.7
2016,342,13171,Aldrick Robinson,ATL,675000.00,WR,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1144,20819,Alec Ingold,LV,######,FB,9,0,0,0,1,0,10,85,1,0,0,0,0,1.6,14.6
2017,210,15220,Alec Ogletree,LAR,12119000.00,ILB,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5
2021,407,18964,Alex Anzalone,DET,1735294.00,ILB,14,0,0,0,0,0,0,0,0,1,1,0,0,5.6,78.3
2020,187,18964,Alex Anzalone,NO,809000.00,ILB,2,0,0,0,0,0,0,0,0,0,0,0,0,3.5,7
2018,277,18964,Alex Anzalone,NO,610000.00,ILB,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2017,357,19072,Alex Armah,CAR,410294.00,FB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,371,21594,Alex Brown,KC,116470.00,CB,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,185,18088,Alex Collins,SEA,634385.00,RB,2,0,0,0,27,0,3,28,0,0,0,0,0,2.8,5.5
2020,368,21897,Alex Highsmith,PIT,1442296.00,LB,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1.5
2021,899,15228,Alex Okafor,KC,2974557.00,DE,17,0,0,0,0,0,0,0,0,1.5,0,1,0,1.8,30.15
2020,325,15228,Alex Okafor,KC,2974557.00,DE,3,0,0,0,0,0,0,0,0,0,0,0,0,0.8,2.5
2018,147,15228,Alex Okafor,NO,3650000.00,DE,2,0,0,0,0,0,0,0,0,0,0,0,0,4,8
2014,228,15228,Alex Okafor,ARI,495000.00,DE,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4
2021,131,17085,Alex Singleton,PHI,######,ILB,16,0,0,0,0,0,0,0,0,0,1,1,0,8.2,131
2019,371,17085,Alex Singleton,PHI,320298.00,ILB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,48,6739,Alex Smith,KC,13300000.00,QB,1,264,2,0,13,0,0,0,0,0,0,0,0,19.9,19.86
2016,125,6739,Alex Smith,KC,14200000.00,QB,1,172,1,1,9,0,0,0,0,0,0,0,0,9.8,9.78
2015,16,6739,Alex Smith,KC,174616.00,QB,2,436,2,1,71,0,0,0,0,0,0,0,0,15.3,30.54
2015,293,11751,Alex Smith,WAS,174616.00,TE,1,0,0,0,0,0,1,16,0,0,0,0,0,1.6,1.6
2019,371,21312,Alexander Hollins,MIN,116470.00,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,249,20868,Alexander Mattison,MIN,1317172.00,RB,2,0,0,0,23,0,1,10,0,0,0,0,0,1.6,3.3
2018,291,16189,Alfred Blue,HOU,880000.00,RB,1,0,0,0,8,0,2,11,0,0,0,0,0,1.9,1.9
2016,325,16189,Alfred Blue,HOU,600000.00,RB,2,0,0,0,6,0,0,0,0,0,0,0,0,0.3,0.6
2015,127,16189,Alfred Blue,HOU,641655.00,RB,1,0,0,0,99,0,0,0,0,0,0,0,0,9.9,9.9
2015,211,14269,Alfred Morris,WAS,1573489.00,RB,1,0,0,0,50,0,0,0,0,0,0,0,0,5,5
2016,238,17297,Al-Hajj Shabazz,PIT,52940.00,CB,1,0,0,0,0,0,0,0,0,0,0,1,0,3,3
2021,784,22906,Alim McNeill,DET,1750316.00,NT,17,0,0,0,0,0,0,0,0,2,0,0,0,2.3,38.8
2018,248,13029,Allen Bailey,KC,6000000.00,DE,2,0,0,0,0,0,0,0,0,0,0,0,0,1.5,3
2017,343,13029,Allen Bailey,KC,4468750.00,DE,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5
2015,78,13029,Allen Bailey,KC,1212500.00,DE,2,0,0,0,0,0,0,0,0,2,0,2,0,7.6,15.2
2018,303,16253,Allen Hurns,DAL,6000000.00,WR,1,0,0,0,0,0,1,14,0,0,0,0,0,1.4,1.4
2017,148,16253,Allen Hurns,JAX,7000000.00,WR,3,0,0,0,0,0,7,92,0,0,0,0,0,3.1,9.2
2021,259,20145,Allen Lazard,GB,######,WR,15,0,0,0,32,0,40,513,8,0,0,0,0,6.8,102.5
2020,44,20145,Allen Lazard,GB,850578.00,WR,2,0,0,0,0,0,7,158,1,0,0,0,0,10.9,21.8
2019,215,20145,Allen Lazard,GB,495000.00,WR,2,0,0,0,5,0,3,36,0,0,0,0,0,2,4.1
2021,392,19105,Al-Quadin Muhammad,IND,2555000.00,DE,17,0,0,0,0,0,0,0,0,6,0,1,0,4.7,80.1
2020,304,19105,Al-Quadin Muhammad,IND,2318457.00,DE,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3
2018,133,19105,Al-Quadin Muhammad,IND,391764.00,DE,2,0,0,0,0,0,0,0,0,1,0,0,0,4.7,9.4
2018,78,14187,Alshon Jeffery,PHI,7900000.00,WR,2,0,0,0,0,0,11,145,0,0,0,0,0,7.2,14.5
2017,9,14187,Alshon Jeffery,PHI,16000000.00,WR,3,0,0,0,0,0,12,219,3,0,0,0,0,13.3,39.9
2020,342,21901,Alton Robinson,SEA,961348.00,DE,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2021,41,18878,Alvin Kamara,NO,2000000.00,RB,13,0,0,0,898,4,47,439,5,0,0,0,0,14.4,187.7
2020,24,18878,Alvin Kamara,NO,15833000.00,RB,2,0,0,0,184,1,5,37,0,0,0,0,0,14,28.1
2019,105,18878,Alvin Kamara,NO,807500.00,RB,1,0,0,0,21,1,8,34,0,0,0,0,0,11.5,11.5
2018,28,18878,Alvin Kamara,NO,635000.00,RB,2,0,0,0,86,0,15,131,0,0,0,0,0,10.8,21.7
2017,25,18878,Alvin Kamara,NO,1437772.00,RB,2,0,0,0,66,1,5,72,1,0,0,1,0,12.9,25.8
2020,434,20811,Amani Hooker,TEN,675000.00,FS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,200,20811,Amani Hooker,TEN,1228480.00,FS,3,0,0,0,0,0,1,28,0,0,0,0,0,1.8,5.3
2021,124,16765,Amari Cooper,DAL,20000000.00,WR,15,0,0,0,0,0,68,865,8,0,0,0,0,9,134.5
2018,25,16765,Amari Cooper,DAL,411764.00,WR,2,0,0,0,0,0,13,171,1,0,0,0,0,12.6,25.1
2016,296,16765,Amari Cooper,LV,1465142.00,WR,1,0,0,0,0,0,2,10,0,0,0,0,0,1,1
2021,1384,22575,Amari Rodgers,GB,1583560.00,WR,16,0,0,0,11,0,4,45,0,0,0,0,0,0.4,5.6
2021,914,22782,Ambry Thomas,SF,1500620.00,CB,12,0,0,0,0,0,0,0,0,0,1,0,0,2.4,29
2019,305,16815,Ameer Abdullah,MIN,810000.00,RB,2,0,0,0,9,0,1,7,0,0,0,0,0,0.8,1.6
2021,117,22587,Amon-Ra St. Brown,DET,1445252.00,WR,17,0,0,0,61,1,90,912,5,0,0,0,0,8.1,137.3
2016,296,14021,Andre Branch,MIA,2750000.00,DE,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2015,240,3989,Andre Caldwell,DEN,1350000.00,WR,3,0,0,0,0,0,3,36,0,0,0,0,0,1.2,3.6
2014,360,3989,Andre Caldwell,DEN,1350000.00,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1137,20604,Andre Chachere,PHI,58235.00,S,16,0,0,0,0,0,0,0,0,0,0,0,0,0.9,15
2021,893,22740,Andre Cisco,JAX,1828364.00,S,17,0,0,0,0,0,0,0,0,0,0,2,0,1.8,30.5
2015,350,15224,Andre Ellington,ARI,637824.00,RB,2,0,0,0,3,0,0,0,0,0,0,0,0,0.2,0.3
2014,360,1715,Andre Fluellen,DET,387568.00,DT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,293,16203,Andre Hal,HOU,3500000.00,FS,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1.5
2016,71,16203,Andre Hal,HOU,827000.00,FS,2,0,0,0,0,0,0,0,0,0,1,0,0,7.8,15.5
2015,241,16203,Andre Hal,HOU,749247.00,FS,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5,3.5
2016,112,13264,Andre Holmes,LV,2000000.00,WR,1,0,0,0,0,0,4,50,1,0,0,0,0,11,11
2020,434,11565,Andre Roberts,BUF,1300000.00,WR,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,371,11565,Andre Roberts,BUF,3122287.00,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,357,11565,Andre Roberts,ATL,1800000.00,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,342,11565,Andre Roberts,DET,760000.00,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,207,18576,Andrew Adams,TB,1010000.00,SS,4,0,0,0,0,0,0,0,0,0,0,0,0,1.5,6
2016,173,17151,Andrew Franks,MIA,525000.00,K,1,0,0,0,0,0,0,0,0,0,0,0,0,6,6
2017,312,13083,Andrew Gachkar,CAR,501471.00,OLB,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2016,342,13083,Andrew Gachkar,DAL,1300000.00,OLB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,360,16223,Andrew Jackson,IND,370588.00,ILB,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,18,14008,Andrew Luck,IND,18000000.00,QB,2,425,3,1,46,0,0,0,0,0,0,0,0,14.8,29.6
2014,6,14008,Andrew Luck,IND,2399818.00,QB,3,767,3,4,57,0,0,0,0,0,0,0,0,13.5,40.38
2015,356,11400,Andrew Quarless,GB,1585157.00,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,129,11400,Andrew Quarless,GB,1511443.00,TE,2,0,0,0,0,0,4,31,1,0,0,0,0,4.6,9.1
2021,701,12554,Andrew Sendejo,IND,######,FS,12,0,0,0,0,0,0,0,0,0,0,1,1,3.7,44.5
2020,207,12554,Andrew Sendejo,CLE,2545206.00,FS,2,0,0,0,0,0,0,0,0,0,0,0,0,3,6
2019,201,12554,Andrew Sendejo,MIN,437647.00,FS,2,0,0,0,0,0,0,0,0,0,0,0,0,2.5,5
2017,100,12554,Andrew Sendejo,MIN,2826470.00,FS,2,0,0,0,0,0,0,0,0,0,1,0,0,6.5,13
2015,223,12554,Andrew Sendejo,MIN,1000000.00,FS,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4
2021,379,21281,Andrew Wingard,JAX,######,FS,15,0,0,0,4,0,0,0,0,1,1,0,0,5.5,82
2021,363,12841,Andy Dalton,CHI,10000000.00,QB,8,1515,8,9,76,0,0,0,0,0,0,0,0,10.5,84.2
2014,158,12841,Andy Dalton,CIN,18086027.00,QB,1,155,0,0,34,0,0,0,0,0,0,0,0,7.6,7.6
2021,1303,18093,Andy Janovich,CLE,1437500.00,FB,13,0,0,0,0,1,3,9,0,0,0,0,0,0.7,8.9
2020,434,18093,Andy Janovich,CLE,1399379.00,FB,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,340,15686,Andy Mulumba,GB,606595.00,OLB,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5
2014,343,5044,Andy Studebaker,IND,730000.00,ILB,3,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.5
2021,570,16861,Angelo Blackson,CHI,3000000.00,DE,17,0,0,0,0,0,0,0,0,2.5,1,0,0,3.4,57.45
2019,232,16861,Angelo Blackson,HOU,3968750.00,DE,2,0,0,0,0,0,0,0,0,0,0,0,0,1.8,3.5
2018,366,16861,Angelo Blackson,HOU,1240000.00,DE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,260,11712,Anquan Boldin,DET,3250000.00,WR,1,0,0,0,0,0,2,24,0,0,0,0,0,2.4,2.4
2020,342,19927,Anthony Averett,BAL,833270.00,CB,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2018,311,19927,Anthony Averett,BAL,1140997.00,CB,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2021,315,16496,Anthony Barr,MIN,8193822.00,OLB,11,0,0,0,0,0,0,0,0,2.5,3,0,2,8.2,90.7
2019,37,16496,Anthony Barr,MIN,16000000.00,OLB,2,0,0,0,0,0,0,0,0,0,0,1,1,10.8,21.5
2017,115,16496,Anthony Barr,MIN,2157750.00,OLB,2,0,0,0,0,0,0,0,0,0,1,0,0,5.8,11.5
2015,216,16496,Anthony Barr,MIN,999250.00,OLB,1,0,0,0,0,0,0,0,0,0,0,0,0,4.5,4.5
2021,261,18106,Anthony Brown,DAL,4250000.00,CB,16,0,0,0,0,0,0,0,0,0,3,1,0,6.3,101
2018,199,18106,Anthony Brown,DAL,630000.00,CB,2,0,0,0,0,0,0,0,0,0,0,0,0,2.5,5
2016,296,18106,Anthony Brown,DAL,584947.00,CB,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2017,357,16972,Anthony Chickillo,PIT,615000.00,OLB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,342,16972,Anthony Chickillo,PIT,525000.00,OLB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,356,16972,Anthony Chickillo,PIT,358235.00,OLB,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,696,19296,Anthony Firkser,TEN,3000000.00,TE,15,0,0,0,0,1,34,291,2,0,0,0,1,3,45.1
2020,263,19296,Anthony Firkser,TEN,750000.00,TE,1,0,0,0,0,0,2,44,0,0,0,0,0,4.4,4.4
2019,58,19296,Anthony Firkser,TEN,570000.00,TE,3,0,0,0,0,0,3,45,2,0,0,0,0,5.5,16.5
2021,518,17187,Anthony Harris,PHI,4000000.00,FS,14,0,0,0,0,0,0,0,0,0,1,0,0,4.5,63.5
2019,109,17187,Anthony Harris,MIN,3095000.00,FS,2,0,0,0,0,0,0,0,0,0,1,0,0,5.5,11
2017,137,17187,Anthony Harris,MIN,615000.00,FS,2,0,0,0,0,0,0,0,0,0,0,0,0,5,10
2015,356,17187,Anthony Harris,MIN,102352.00,FS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,450,16364,Anthony Hitchens,KC,6441165.00,LB,15,0,0,0,0,0,0,0,0,0,1,0,0,4.8,71.5
2020,94,16364,Anthony Hitchens,KC,8497357.00,LB,3,0,0,0,0,0,0,0,0,0,0,0,0,4.8,14.5
2019,122,16364,Anthony Hitchens,KC,6700000.00,LB,3,0,0,0,0,0,0,0,0,0,0,0,0,3.3,10
2018,64,16364,Anthony Hitchens,KC,14800000.00,LB,2,0,0,0,0,0,0,0,0,0,0,0,0,8,16
2016,165,16364,Anthony Hitchens,DAL,600000.00,LB,1,0,0,0,0,0,0,0,0,0,0,0,0,6.5,6.5
