Year,RK,ID,NAME,TEAM,SALARY,POS,GMS,PASS_YDS,PASS_TD,PASS_INT,RUSH_YDS,RUSH_TD,RUSH_REC,REC_YDS,REC_TD,DEF_SCK,DEF_INT,DEF_FF,DEF_FR,FPTS_G,FPTS
2017,68,15866,Josh Hill,NO,1850000.00,TE,2,0,0,0,0,0,6,103,1,0,0,0,0,8.2,16.3
2019,322,19856,Josh Jackson,GB,764368.00,CB,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2021,55,20824,Josh Jacobs,LV,1579854.00,RB,15,0,0,0,872,9,54,348,0,0,0,0,0,11.5,172
2018,366,17301,Josh Keyes,HOU,41470.00,ILB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1400,17139,Josh Lambo,JAX,3064966.00,K,3,0,0,0,0,0,0,0,0,0,0,0,0,1.7,5
2017,36,17139,Josh Lambo,JAX,397941.00,K,3,0,0,0,0,0,0,0,0,0,0,0,0,7.7,23
2015,169,12430,Josh Mauga,KC,3225000.00,ILB,2,0,0,0,0,0,0,0,0,0,1,0,0,3.5,7
2015,295,16153,Josh Mauro,ARI,637628.00,DE,2,0,0,0,0,0,0,0,0,0,0,0,0,0.8,1.5
2014,319,16153,Josh Mauro,ARI,172941.00,DE,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2019,135,5282,Josh McCown,PHI,2000000.00,QB,1,174,0,0,23,0,0,0,0,0,0,0,0,9.3,9.26
2014,360,15807,Josh McNary,IND,495000.00,OLB,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,450,14340,Josh Norman,SF,1405882.00,CB,15,0,0,0,0,0,0,0,0,0,1,6,0,4.8,71.5
2020,164,14340,Josh Norman,BUF,5845530.00,CB,3,0,0,0,0,0,0,0,0,0,0,1,0,2.7,8
2015,73,14340,Josh Norman,CAR,1645448.00,CB,3,0,0,0,0,0,0,0,0,1,0,0,0,5.3,15.9
2014,182,14340,Josh Norman,CAR,570000.00,CB,2,0,0,0,0,0,0,0,0,0,0,0,0,3,6
2020,196,19017,Josh Reynolds,LAR,2330288.00,WR,2,0,0,0,0,0,3,65,0,0,0,0,0,3.2,6.5
2018,77,19017,Josh Reynolds,LAR,555000.00,WR,3,0,0,0,25,0,8,121,0,0,0,0,0,4.9,14.6
2017,357,19017,Josh Reynolds,LAR,1113021.00,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,252,14631,Josh Robinson,MIN,1542000.00,CB,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3
2015,356,16881,Josh Shaw,CIN,928724.00,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,401,19918,Josh Sweat,PHI,10920000.00,DE,16,0,0,0,0,0,0,0,0,7.5,0,1,0,5,79.25
2019,371,19918,Josh Sweat,PHI,570000.00,DE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1308,19228,Josh Tupou,CIN,1108235.00,DT,17,0,0,0,0,0,0,0,0,0,0,0,0,0.5,8.5
2020,434,20664,Josh Woods,CHI,850878.00,ILB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,470,4291,Joshua Cribbs,IND,301764.00,WR,3,0,0,0,0,0,0,0,0,0,0,0,0,-0.7,-2
2020,434,20384,Joshua Kalu,TEN,750000.00,FS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,252,20384,Joshua Kalu,TEN,486705.00,FS,3,0,0,0,0,0,0,0,0,0,0,0,1,1,3
2019,371,18468,Joshua Perkins,PHI,189705.00,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,342,18468,Joshua Perkins,ATL,452500.00,TE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,318,18975,Jourdan Lewis,DAL,4970575.00,CB,16,0,0,0,0,0,0,0,0,1.5,3,1,2,5.7,90.45
2018,277,18975,Jourdan Lewis,DAL,580000.00,CB,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2020,196,20965,Juan Thornhill,KC,1034314.00,FS,3,0,0,0,0,0,0,0,0,0,0,0,0,2.2,6.5
2020,408,22335,JuJu Hughes,LAR,541497.00,S,2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.5
2021,1055,18883,JuJu Smith-Schuster,PIT,8000000.00,WR,5,0,0,0,9,1,15,129,0,0,0,0,0,4,19.8
2020,45,18883,JuJu Smith-Schuster,PIT,1037152.00,WR,1,0,0,0,0,0,13,157,1,0,0,0,0,21.7,21.7
2017,184,18883,JuJu Smith-Schuster,PIT,1629123.00,WR,1,0,0,0,0,0,3,5,1,0,0,0,0,6.5,6.5
2020,231,22109,Julian Blackmon,IND,2008474.00,S,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5
2019,120,8355,Julian Edelman,NE,11000000.00,WR,1,0,0,0,12,1,3,30,0,0,0,0,0,10.2,10.2
2018,5,8355,Julian Edelman,NE,2404412.00,WR,3,0,0,0,15,0,26,388,0,0,0,0,0,13.4,40.3
2016,11,8355,Julian Edelman,NE,4028635.00,WR,3,0,0,0,14,0,21,342,1,0,0,0,0,13.9,41.6
2015,69,8355,Julian Edelman,NE,6171875.00,WR,2,0,0,0,11,0,17,153,0,0,0,0,0,8.2,16.4
2014,5,8355,Julian Edelman,NE,3437500.00,WR,3,51,1,0,19,0,26,281,1,0,0,0,0,14,42.04
2021,1158,14037,Julian Stanford,CAR,1075000.00,ILB,17,0,0,0,0,0,0,0,0,0,0,1,0,0.8,14
2019,322,14037,Julian Stanford,BUF,1409447.00,ILB,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2014,360,14037,Julian Stanford,DET,566785.00,ILB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,654,13291,Julio Jones,TEN,22213963.00,WR,10,0,0,0,0,0,31,434,1,0,0,0,0,4.9,49.4
2017,21,13291,Julio Jones,ATL,11500000.00,WR,2,0,0,0,13,0,18,195,1,0,0,0,0,13.4,26.8
2016,4,13291,Julio Jones,ATL,13500000.00,WR,3,0,0,0,0,0,19,334,3,0,0,0,0,17.1,51.4
2017,264,11977,Julius Peppers,CAR,4000000.00,DE,1,0,0,0,0,0,0,0,0,0,0,0,0,2.5,2.5
2016,95,11977,Julius Peppers,GB,8000000.00,DE,3,0,0,0,0,0,0,0,0,1,0,0,0,4.3,12.9
2015,116,11977,Julius Peppers,GB,9509906.00,DE,2,0,0,0,0,0,0,0,0,1,0,0,0,5.2,10.3
2014,25,11977,Julius Peppers,GB,8535880.00,DE,2,0,0,0,0,0,0,0,0,2.5,0,2,0,12.4,24.9
2014,203,13027,Julius Thomas,DEN,779585.00,TE,1,0,0,0,0,0,6,53,0,0,0,0,0,5.3,5.3
2019,39,12912,Jurrell Casey,TEN,11087500.00,DE,3,0,0,0,0,0,0,0,0,2.5,0,1,0,7.1,21.3
2017,149,12912,Jurrell Casey,TEN,15600000.00,DE,2,0,0,0,0,0,0,0,0,0,0,0,0,4.5,9
2020,434,20802,Justice Hill,BAL,791980.00,RB,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,266,20802,Justice Hill,BAL,1321728.00,RB,1,0,0,0,0,0,4,26,0,0,0,0,0,2.6,2.6
2021,1146,14469,Justin Bethel,NE,2576471.00,CB,17,0,0,0,0,0,0,0,0,0,0,1,0,0.9,14.5
2019,371,14469,Justin Bethel,NE,562486.00,CB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,100,14469,Justin Bethel,ARI,3747268.00,CB,2,0,0,0,0,0,0,0,0,0,0,0,0,6,12
2014,165,14469,Justin Bethel,ARI,570000.00,CB,1,0,0,0,0,0,0,0,0,0,0,0,1,7,7
2021,770,17037,Justin Coleman,MIA,2250000.00,CB,16,0,0,0,0,0,0,0,0,0,2,0,0,2.5,39.5
2018,194,17037,Justin Coleman,SEA,2914000.00,CB,1,0,0,0,0,0,0,0,0,0,0,0,0,5.5,5.5
2015,119,17037,Justin Coleman,NE,435000.00,CB,2,0,0,0,0,0,0,0,0,0,0,0,0,5,10
2016,342,4992,Justin Durant,DAL,965000.00,ILB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1167,16315,Justin Ellis,BAL,######,DT,17,0,0,0,0,0,0,0,0,0,0,0,0,0.8,13.5
2020,378,16315,Justin Ellis,BAL,1218920.00,DT,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2019,322,16315,Justin Ellis,BAL,331470.00,DT,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2016,296,16315,Justin Ellis,LV,600000.00,DT,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2021,144,22492,Justin Fields,CHI,11745060.00,QB,12,1870,7,10,420,2,0,0,0,0,0,0,0,10.6,126.8
2014,34,9369,Justin Forsett,BAL,883781.00,RB,2,0,0,0,169,0,3,24,1,0,0,0,0,11.6,23.3
2016,342,16130,Justin Gilbert,PIT,786682.00,CB,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,349,17327,Justin Hamilton,KC,555000.00,DT,2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.5
2017,312,17327,Justin Hamilton,KC,109412.00,DT,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2021,1308,19501,Justin Hardee,NYJ,2350000.00,CB,16,0,0,0,0,0,0,0,0,0,0,0,0,0.5,8.5
2020,434,19501,Justin Hardee,NO,1500000.00,CB,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,371,19501,Justin Hardee,NO,645000.00,CB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,366,19501,Justin Hardee,NO,555000.00,CB,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,357,19501,Justin Hardee,NO,410294.00,CB,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,352,16868,Justin Hardy,ATL,615000.00,WR,2,0,0,0,0,0,1,3,0,0,0,0,0,0.2,0.3
2016,279,16868,Justin Hardy,ATL,525000.00,WR,3,0,0,0,0,0,2,18,0,0,0,0,0,0.6,1.8
2021,2,21681,Justin Herbert,LAC,1818125.00,QB,17,5014,38,15,302,3,0,0,0,0,0,0,0,22.4,380.76
2020,207,20808,Justin Hollins,LAR,909254.00,OLB,2,0,0,0,0,0,0,0,0,0,0,0,0,3,6
2021,485,13036,Justin Houston,BAL,2075000.00,OLB,15,0,0,0,0,0,0,0,0,4.5,0,1,1,4.5,67.75
2020,298,13036,Justin Houston,IND,9043121.00,OLB,1,0,0,0,0,0,0,0,0,0.5,0,0,0,3.2,3.25
2018,57,13036,Justin Houston,KC,15000000.00,OLB,2,0,0,0,0,0,0,0,0,2,0,0,1,8.8,17.5
2017,162,13036,Justin Houston,KC,16500000.00,OLB,1,0,0,0,0,0,0,0,0,1,0,0,0,8.1,8.1
2016,185,13036,Justin Houston,KC,23500000.00,OLB,1,0,0,0,0,0,0,0,0,0,0,0,0,5.5,5.5
2015,241,13036,Justin Houston,KC,13000000.00,OLB,2,0,0,0,0,0,0,0,0,0,0,0,0,1.8,3.5
2018,245,20064,Justin Jackson,LAC,395294.00,RB,2,0,0,0,9,0,3,22,0,0,0,0,0,1.6,3.1
2021,27,21685,Justin Jefferson,MIN,1206491.00,WR,17,35,0,0,14,0,108,1616,10,0,0,0,0,13.1,222.4
2021,624,19881,Justin Jones,LAC,2183000.00,DT,11,0,0,0,0,0,0,0,0,3,0,0,2,4.7,51.9
2018,129,19881,Justin Jones,LAC,1334140.00,DT,2,0,0,0,0,0,0,0,0,1,0,0,0,4.9,9.8
2021,1668,20068,Justin Lawler,LAR,######,OLB,3,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.5
2018,366,20068,Justin Lawler,LAR,553742.00,OLB,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,434,20853,Justin Layne,PIT,675000.00,CB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,266,21900,Justin Madubuike,BAL,1807296.00,DT,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4
2015,356,16487,Justin Perillo,GB,403246.00,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,480,19866,Justin Reid,HOU,2433000.00,SS,13,0,0,0,0,0,0,0,0,0,2,1,0,5.3,68.5
2019,115,19866,Justin Reid,HOU,664979.00,SS,2,0,0,0,2,0,0,0,0,0,0,0,0,5.4,10.7
2018,217,19866,Justin Reid,HOU,1813395.00,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,4.5,4.5
2021,230,18023,Justin Simmons,DEN,17000000.00,FS,17,0,0,0,0,0,0,0,0,1.5,5,0,0,6.3,107.3
2015,356,13153,Justin Trattou,MIN,116470.00,DE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,90,14688,Justin Tucker,BAL,3500000.00,K,17,0,0,0,0,0,0,0,0,0,0,0,0,8.8,149
2020,108,14688,Justin Tucker,BAL,3519036.00,K,2,0,0,0,0,0,0,0,0,0,0,0,0,6.5,13
2019,183,14688,Justin Tucker,BAL,9008563.00,K,1,0,0,0,0,0,0,0,0,0,0,0,0,6,6
2018,199,14688,Justin Tucker,BAL,2950000.00,K,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5
2014,41,14688,Justin Tucker,BAL,570000.00,K,2,0,0,0,0,0,0,0,0,0,0,0,0,10.5,21
2020,434,19922,Justin Watson,TB,750000.00,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1126,18237,Justin Zimmer,BUF,######,DT,6,0,0,0,0,0,0,0,0,1,0,0,0,2.6,15.5
2020,325,18237,Justin Zimmer,BUF,676398.00,DT,3,0,0,0,0,0,0,0,0,0,0,0,0,0.8,2.5
2021,966,18040,Juston Burris,CAR,3715875.00,SS,10,0,0,0,0,0,0,0,0,0,1,0,0,2.4,24.5
2021,761,13484,K.J. Wright,LV,3255000.00,OLB,17,0,0,0,0,0,0,0,0,0,0,0,0,2.4,40
2020,249,13484,K.J. Wright,SEA,7500000.00,OLB,1,0,0,0,0,0,0,0,0,0,0,0,0,4.5,4.5
2019,60,13484,K.J. Wright,SEA,8000000.00,OLB,2,0,0,0,0,0,0,0,0,1.5,0,0,0,8.1,16.2
2018,97,13484,K.J. Wright,SEA,7200000.00,OLB,1,0,0,0,0,0,0,0,0,0,1,0,0,12.5,12.5
2016,91,13484,K.J. Wright,SEA,5250000.00,OLB,2,0,0,0,0,0,0,0,0,0,0,0,0,6.5,13
2015,53,13484,K.J. Wright,SEA,3784594.00,OLB,2,0,0,0,0,0,0,0,0,0.5,0,0,0,9.6,19.3
2014,38,13484,K.J. Wright,SEA,6431000.00,OLB,3,0,0,0,0,0,0,0,0,0,0,0,0,7.2,21.5
2021,722,22614,Kadarius Toney,NYG,7997824.00,WR,10,19,0,0,6,0,39,420,0,0,0,0,0,4.3,43.36
2020,434,21134,Kaden Elliss,NO,675000.00,OLB,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1475,20946,Kaden Smith,NYG,######,TE,9,0,0,0,0,0,3,33,0,0,0,0,0,0.4,3.3
2017,247,16944,Kaelin Clay,CAR,317650.00,WR,1,0,0,0,0,0,3,32,0,0,0,0,0,3.2,3.2
2017,91,14740,Kai Forbath,MIN,775000.00,K,2,0,0,0,0,0,0,0,0,0,0,0,0,7,14
2021,1457,19448,Kai Nacua,NYJ,######,FS,4,0,0,0,0,0,0,0,0,0,0,0,0,0.9,3.5
2021,501,18215,Ka'imi Fairbairn,HOU,3450000.00,K,13,0,0,0,0,0,0,0,0,0,0,0,0,5.1,66
2019,82,18215,Ka'imi Fairbairn,HOU,3095000.00,K,2,0,0,0,0,0,0,0,0,0,0,0,0,6.5,13
2018,311,18215,Ka'imi Fairbairn,HOU,555000.00,K,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2017,357,17973,Kalan Reed,TEN,540000.00,CB,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1427,19824,Kalen Ballage,PIT,######,RB,17,0,0,0,36,0,2,8,0,0,0,0,0,0.3,4.4
2021,360,18422,Kalif Raymond,DET,1127500.00,WR,16,0,0,0,28,0,48,576,4,0,0,0,0,5.3,84.4
2020,434,18422,Kalif Raymond,TEN,825000.00,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,116,18422,Kalif Raymond,TEN,341469.00,WR,2,0,0,0,0,0,1,45,1,0,0,0,0,5.2,10.5
2016,71,11598,Kam Chancellor,SEA,5100000.00,SS,2,0,0,0,0,0,0,0,0,0,0,0,0,7.8,15.5
2015,119,11598,Kam Chancellor,SEA,4138463.00,SS,2,0,0,0,0,0,0,0,0,0,0,1,0,5,10
2014,12,11598,Kam Chancellor,SEA,4825000.00,SS,3,0,0,0,0,0,0,0,0,0,1,0,0,11,33
2020,325,22007,Kamal Martin,GB,956067.00,LB,2,0,0,0,0,0,0,0,0,0,0,0,0,1.2,2.5
2019,43,17977,Kamalei Correa,TEN,1234043.00,OLB,3,0,0,0,0,0,0,0,0,2,0,0,0,6.8,20.3
2014,150,12722,Kamar Aiken,BAL,627802.00,WR,2,0,0,0,0,0,2,23,1,0,0,0,0,4.2,8.3
2020,434,18388,Kameron Canaday,PIT,1360000.00,LS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,357,18388,Kameron Canaday,PIT,540000.00,LS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,218,21923,Kamren Curl,WAS,723328.00,S,1,0,0,0,0,0,0,0,0,0,0,0,0,5.5,5.5
2021,142,18124,Kamu Grugier-Hill,HOU,2441165.00,OLB,14,0,0,0,0,0,0,0,0,3,1,2,0,9.1,127.5
2018,311,18124,Kamu Grugier-Hill,PHI,630000.00,OLB,2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1
2017,357,18124,Kamu Grugier-Hill,PHI,540000.00,OLB,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,329,18944,Kareem Hunt,CLE,4870588.00,RB,8,0,0,0,386,5,22,174,0,0,0,0,0,11,88
2020,26,18944,Kareem Hunt,CLE,4099320.00,RB,2,0,0,0,80,3,2,15,0,0,0,0,0,13.8,27.5
2017,126,18944,Kareem Hunt,KC,1240952.00,RB,1,0,0,0,42,1,3,5,0,0,0,0,0,10.7,10.7
2021,371,11105,Kareem Jackson,DEN,4985294.00,SS,15,0,0,0,0,0,0,0,0,1,1,0,0,5.5,83
2018,235,11105,Kareem Jackson,HOU,6750000.00,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5,3.5
2016,173,11105,Kareem Jackson,HOU,6218750.00,SS,2,0,0,0,0,0,0,0,0,0,0,0,0,3,6
2015,161,11105,Kareem Jackson,HOU,14187500.00,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,7.5,7.5
2015,307,16647,Kareem Martin,ARI,617864.00,OLB,2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1
2021,1511,17952,Karl Joseph,PIT,2615133.00,SS,2,0,0,0,0,0,0,0,0,0,0,0,0,1.2,2.5
2020,56,17952,Karl Joseph,CLE,2615133.00,SS,2,0,0,0,0,0,0,0,0,0,1,0,1,9.5,19
2016,212,17952,Karl Joseph,LV,7293140.00,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4
2017,312,12923,Karl Klug,TEN,2484375.00,DT,2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1
2015,356,17079,Kasen Williams,SEA,62659.00,WR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,366,18128,Kavon Frazier,DAL,630000.00,SS,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,342,18128,Kavon Frazier,DAL,550356.00,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,173,15189,Kawann Short,CAR,20000000.00,DT,1,0,0,0,0,0,0,0,0,1,0,0,0,7.2,7.2
2015,54,15189,Kawann Short,CAR,825875.00,DT,3,0,0,0,0,0,0,0,0,2,0,1,0,6.2,18.6
2014,158,15189,Kawann Short,CAR,615470.00,DT,2,0,0,0,0,0,0,0,0,1,0,0,0,3.8,7.6
2015,252,15041,Kayvon Webster,DEN,597000.00,DB,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
2014,360,15041,Kayvon Webster,DEN,507000.00,DB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,500,17942,Keanu Neal,DAL,4000000.00,S,14,0,0,0,0,0,0,0,0,1,0,0,0,4.7,66.1
2017,56,17942,Keanu Neal,ATL,938075.00,S,2,0,0,0,0,0,0,0,0,0,0,0,1,8.8,17.5
2016,32,17942,Keanu Neal,ATL,6459196.00,S,3,0,0,0,0,0,0,0,0,0,0,0,0,8.7,26
2015,356,3712,Kedric Golston,WAS,1113845.00,NT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,637,19514,Keelan Cole,NYJ,5470588.00,WR,15,0,0,0,0,0,28,449,1,0,0,0,0,3.4,50.9
2017,159,19514,Keelan Cole,JAX,469000.00,WR,3,0,0,0,0,0,3,82,0,0,0,0,0,2.7,8.2
2021,83,15076,Keenan Allen,LAC,13000000.00,WR,16,0,0,0,0,0,106,1138,6,0,0,0,0,9.5,151.8
2018,39,15076,Keenan Allen,LAC,7750000.00,WR,2,0,0,0,0,0,6,112,1,0,0,0,0,9.6,19.2
2016,155,14271,Keenan Robinson,NYG,2615000.00,OLB,1,0,0,0,0,0,0,0,0,0,0,0,0,7,7
2015,356,14271,Keenan Robinson,WAS,762084.00,OLB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,201,20070,Keion Crossen,HOU,570000.00,DB,2,0,0,0,0,0,0,0,0,0,0,0,1,2.5,5
2018,248,20070,Keion Crossen,NE,554392.00,DB,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3
2021,1244,21239,Keisean Nixon,LV,######,CB,11,0,0,0,0,0,0,0,0,0,0,0,0,1,10.5
2021,1577,20071,Keith Kirkwood,CAR,######,WR,3,0,0,0,0,0,3,17,0,0,0,0,0,0.6,1.7
2018,175,20071,Keith Kirkwood,NO,225880.00,WR,1,0,0,0,0,0,2,8,1,0,0,0,0,6.8,6.8
2016,342,16324,Keith McGill,LV,600000.00,FS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,324,16935,Keith Mumphery,HOU,525000.00,WR,2,0,0,0,0,0,1,7,0,0,0,0,0,0.4,0.7
2015,356,16935,Keith Mumphery,HOU,748596.00,WR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,249,16675,Keith Reaser,KC,108529.00,CB,1,0,0,0,0,0,0,0,0,0,0,0,1,3,3
2021,1306,16378,Keith Smith,ATL,1075000.00,FB,17,0,0,0,31,0,9,56,0,0,0,0,0,0.5,8.7
2016,342,16378,Keith Smith,DAL,600000.00,FB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,61,19937,Keke Coutee,HOU,1209026.00,WR,1,0,0,0,0,0,11,110,1,0,0,0,0,17,17
2016,342,13789,Kelcie McCray,SEA,725000.00,SS,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,356,13789,Kelcie McCray,SEA,721575.00,SS,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,360,8142,Kellen Davis,DET,467234.00,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,1699,21817,Kellen Mond,MIN,1818848.00,QB,1,5,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2
2014,36,16550,Kelvin Benjamin,CAR,4314000.00,WR,2,0,0,0,0,0,11,108,2,0,0,0,0,11.4,22.8
2021,1095,22894,Kelvin Joseph,DAL,3679028.00,CB,10,0,0,0,0,0,0,0,0,0,0,0,0,1.8,17.5
2016,342,12742,Kelvin Sheppard,NYG,840000.00,OLB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,129,15179,Kemal Ishmael,ATL,2000000.00,SS,2,0,0,0,0,0,0,0,0,0,0,0,1,5.2,10.5
2021,792,19879,Kemoko Turay,IND,1191600.00,DE,13,0,0,0,0,0,0,0,0,5.5,0,0,1,2.9,38.25
2020,408,19879,Kemoko Turay,IND,998810.00,DE,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5
2018,248,19879,Kemoko Turay,IND,2355201.00,DE,2,0,0,0,0,0,0,0,0,0,0,0,0,1.5,3
2018,366,18190,Ken Crawley,NO,630000.00,CB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,108,18190,Ken Crawley,NO,914349.00,CB,2,0,0,0,0,0,0,0,0,0,0,0,0,6,12
2021,1452,21032,Kendall Blanton,LAR,######,TE,11,0,0,0,0,0,4,37,0,0,0,0,0,0.3,3.7
2021,291,18013,Kendall Fuller,WAS,10000000.00,CB,16,0,0,0,0,0,0,0,0,1,1,0,0,5.9,95.1
2020,266,18013,Kendall Fuller,WAS,13500000.00,CB,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4
2019,130,18013,Kendall Fuller,KC,2025000.00,CB,3,0,0,0,0,0,0,0,0,0,1,0,0,3.2,9.5
2018,102,18013,Kendall Fuller,KC,956968.00,CB,2,0,0,0,0,0,0,0,0,0,0,0,0,6,12
2016,282,14135,Kendall Reyes,KC,491764.00,DE,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1.5
2021,147,19318,Kendrick Bourne,NE,6750000.00,WR,17,25,1,0,125,0,55,800,5,0,0,0,0,7.4,125.5
2019,70,19318,Kendrick Bourne,SF,645000.00,WR,3,0,0,0,0,0,6,88,1,0,0,0,0,4.9,14.8
2021,1344,22676,Kene Nwangwu,MIN,1331133.00,RB,11,0,0,0,61,0,4,9,0,0,0,0,0,0.6,7
2017,357,15185,Kenjon Barner,PHI,568235.00,RB,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,356,16973,Kennard Backman,GB,540296.00,TE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,357,16660,Kenneth Acker,KC,690000.00,CB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,342,16660,Kenneth Acker,KC,600000.00,CB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,216,17969,Kenneth Dixon,BAL,630000.00,RB,1,0,0,0,13,0,3,53,0,0,0,0,0,4.6,4.6
2021,441,17947,Kenny Clark,GB,2070576.00,NT,16,0,0,0,0,0,0,0,0,4,0,0,1,4.5,72.6
2020,48,17947,Kenny Clark,GB,26745497.00,NT,2,0,0,0,0,0,0,0,0,2.5,0,0,0,10.5,21.05
2019,128,17947,Kenny Clark,GB,1726588.00,NT,2,0,0,0,0,0,0,0,0,1,0,0,0,4.8,9.7
2016,165,17947,Kenny Clark,GB,5458470.00,NT,3,0,0,0,0,0,0,0,0,0,0,0,0,2.2,6.5
2014,360,15512,Kenny Demens,ARI,495000.00,ILB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,622,18977,Kenny Golladay,NYG,18205870.00,WR,14,0,0,0,0,0,37,521,0,0,0,0,0,3.7,52.1
2019,50,15196,Kenny Stills,HOU,7975000.00,WR,2,0,0,0,0,0,7,126,1,0,0,0,0,9.3,18.6
2016,143,15196,Kenny Stills,MIA,1671000.00,WR,1,0,0,0,0,0,5,82,0,0,0,0,0,8.2,8.2
2020,176,15197,Kenny Vaccaro,TEN,5156250.00,SS,1,0,0,0,0,0,0,0,0,0,0,0,0,7.5,7.5
2019,44,15197,Kenny Vaccaro,TEN,7750000.00,SS,3,0,0,0,0,0,0,0,0,0,1,0,0,6.7,20
2021,387,19926,Kenny Young,DEN,1334058.00,ILB,13,0,0,0,0,0,0,0,0,2,0,2,1,6.2,81.1
2020,266,19926,Kenny Young,LAR,1028518.00,ILB,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4
